[2025-10-03 17:06:20,151]	(INFO)	Logging initialized at 2025-10-03_17-06 (run by roprasad)
[2025-10-03 17:06:21,517]	(DEBUG)	No changes to data dictionary
[2025-10-03 17:06:21,517]	(DEBUG)	Using standard exception file naming
[2025-10-03 17:06:21,517]	(DEBUG)	suppress_missing_pending_qa=True
[2025-10-03 17:06:21,530]	(DEBUG)	Devalidated 0 identifier(s)
[2025-10-03 17:06:21,542]	(INFO)	Starting checked data validation...
[2025-10-03 17:06:21,552]	(DEBUG)	Found 0 present id(s), 0 expected id(s), 0 missing id(s)
[2025-10-03 17:06:21,552]	(DEBUG)	Found 0 unique subject/session/run combinations
[2025-10-03 17:06:21,553]	(INFO)	Checked data validation complete, found 0 errors
[2025-10-03 17:06:21,576]	(INFO)	Starting raw data validation...
[2025-10-03 17:06:21,681]	(DEBUG)	Found 115 present id(s), 100 expected id(s), 10 missing id(s)
[2025-10-03 17:06:21,682]	(INFO)	Problem for identifier sub-3000126_all_zoom_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/test-donotuse-mini-dataset/sourcedata/raw/s2_r1/zoom/sub-3000126/, folder exists but no identifier or sub-3000126_all_zoom_s2_r1_e1_no-data.txt was found)
[2025-10-03 17:06:21,683]	(INFO)	Problem for identifier sub-3000118_all_digi_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/test-donotuse-mini-dataset/sourcedata/raw/s2_r1/digi/sub-3000118/, folder exists but no identifier or sub-3000118_all_digi_s2_r1_e1_no-data.txt was found)
[2025-10-03 17:06:21,684]	(INFO)	Problem for identifier sub-3000256_all_audacity_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/test-donotuse-mini-dataset/sourcedata/raw/s1_r1/audacity/sub-3000256/, folder exists but no identifier or sub-3000256_all_audacity_s1_r1_e1_no-data.txt was found)
[2025-10-03 17:06:21,685]	(INFO)	Problem for identifier sub-3000266_all_audacity_s1_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/test-donotuse-mini-dataset/sourcedata/raw/s1_r1/audacity/sub-3000266/, folder exists but no identifier or sub-3000266_all_audacity_s1_r1_e1_no-data.txt was found)
[2025-10-03 17:06:21,686]	(INFO)	Problem for identifier sub-3000126_all_digi_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/test-donotuse-mini-dataset/sourcedata/raw/s2_r1/digi/sub-3000126/, folder exists but no identifier or sub-3000126_all_digi_s2_r1_e1_no-data.txt was found)
[2025-10-03 17:06:21,687]	(INFO)	Problem for identifier sub-3000012_all_zoom_s3_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/test-donotuse-mini-dataset/sourcedata/raw/s3_r1/zoom/sub-3000012/, folder exists but no identifier or sub-3000012_all_zoom_s3_r1_e1_no-data.txt was found)
[2025-10-03 17:06:21,688]	(INFO)	Problem for identifier sub-3000127_all_digi_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/test-donotuse-mini-dataset/sourcedata/raw/s2_r1/digi/sub-3000127/, folder exists but no identifier or sub-3000127_all_digi_s2_r1_e1_no-data.txt was found)
[2025-10-03 17:06:21,689]	(INFO)	Problem for identifier sub-3000123_all_digi_s2_r1_e1: Missing identifier - Missing identifier (should be at /home/data/NDClab/datasets/test-donotuse-mini-dataset/sourcedata/raw/s2_r1/digi/sub-3000123/, folder exists but no identifier or sub-3000123_all_digi_s2_r1_e1_no-data.txt was found)
